user_id,condition,D1_style_margin,D2_author_id_top10,D4_semantic_sim,D5_perfect_rate
AE4YLXZ3JT2F75TQTRY6BL6UD6UA,A_sampled,0.36716072261333466,1,0.592700183391571,0.0
AE4YLXZ3JT2F75TQTRY6BL6UD6UA,B_mean,0.36960121989250183,1,0.5977005064487457,0.125
AE4YLXZ3JT2F75TQTRY6BL6UD6UA,C_shuffled,0.3687455505132675,1,0.6881800107657909,0.25
AE4YLXZ3JT2F75TQTRY6BL6UD6UA,D_off,0.3628068044781685,1,0.6643451899290085,0.125
AEB2KGGJANOW27FHME4SJ3IIFGIA,A_sampled,0.26218080520629883,1,0.5805556029081345,0.0
AEB2KGGJANOW27FHME4SJ3IIFGIA,B_mean,0.20984569936990738,1,0.8664857745170593,0.5
AEB2KGGJANOW27FHME4SJ3IIFGIA,C_shuffled,0.27762849256396294,1,0.7698634341359138,0.125
AEB2KGGJANOW27FHME4SJ3IIFGIA,D_off,0.2891414389014244,1,0.8095249459147453,0.125
AEDTSN4EJBDRNO3U75QDDYLJTJ4A,A_sampled,0.3360140025615692,1,0.6930075623095036,0.125
AEDTSN4EJBDRNO3U75QDDYLJTJ4A,B_mean,0.2993907928466797,1,0.7438400760293007,0.125
AEDTSN4EJBDRNO3U75QDDYLJTJ4A,C_shuffled,0.19233262538909912,1,0.8420579954981804,0.125
AEDTSN4EJBDRNO3U75QDDYLJTJ4A,D_off,0.32202035188674927,1,0.7903109937906265,0.25
AEDVKDAZN7FTLWSG3VSXZNTW2IDQ,A_sampled,0.24131044745445251,0,0.7587896585464478,0.375
AEDVKDAZN7FTLWSG3VSXZNTW2IDQ,B_mean,0.2110198736190796,0,0.7681083679199219,0.25
AEDVKDAZN7FTLWSG3VSXZNTW2IDQ,C_shuffled,0.229478657245636,1,0.856295146048069,0.375
AEDVKDAZN7FTLWSG3VSXZNTW2IDQ,D_off,0.026143550872802734,0,0.7794837206602097,0.75
AEIMKGOOPJCFS55HP4VNWY4N3SVQ,A_sampled,0.021934866905212402,1,0.6148205026984215,0.0
AEIMKGOOPJCFS55HP4VNWY4N3SVQ,B_mean,-0.45105987787246704,0,0.6722365170717239,0.0
AEIMKGOOPJCFS55HP4VNWY4N3SVQ,C_shuffled,-0.22088108956813812,0,0.6755958423018456,0.125
AEIMKGOOPJCFS55HP4VNWY4N3SVQ,D_off,-0.2362975925207138,0,0.6794826313853264,0.125
AEKZNV5KOIJKBCW3H2RSQVO63DSQ,A_sampled,0.09994697570800781,1,0.5939516481012106,0.0
AEKZNV5KOIJKBCW3H2RSQVO63DSQ,B_mean,-0.11823532916605473,0,0.7779354453086853,0.0
AEKZNV5KOIJKBCW3H2RSQVO63DSQ,C_shuffled,0.1355094313621521,0,0.8335691168904305,0.875
AEKZNV5KOIJKBCW3H2RSQVO63DSQ,D_off,-0.30478175915777683,0,0.8096434623003006,0.875
AEQ6P4YGW6NO3JICID7U73FG6HLQ,A_sampled,0.037462055683135986,0,0.7742017209529877,0.0
AEQ6P4YGW6NO3JICID7U73FG6HLQ,B_mean,0.2176194041967392,0,0.8938118293881416,0.125
AEQ6P4YGW6NO3JICID7U73FG6HLQ,C_shuffled,0.19965653866529465,1,0.9216363430023193,0.75
AEQ6P4YGW6NO3JICID7U73FG6HLQ,D_off,0.4217502921819687,1,0.7919099032878876,1.0
AER6II7VS3FHCWLZZTNXHXBZCMEA,A_sampled,0.22327697277069092,1,0.622492253780365,0.125
AER6II7VS3FHCWLZZTNXHXBZCMEA,B_mean,0.22984221577644348,0,0.7351755425333977,0.125
AER6II7VS3FHCWLZZTNXHXBZCMEA,C_shuffled,0.23993614315986633,1,0.720264807343483,0.25
